snapshot,node,current_strength,capacity_pressure,interruption_fraction,confidence,spatial_bonus,flow,capacity,utilization,split,disruption_flag,imputation_method
12,1,0.7596,0.0,0.0,1.0,0.4517,100.3422,166.8218,0.6015,val,0,observed
12,2,1.0724,0.4487,0.0,1.0,0.43,152.113,165.0,0.9219,val,0,observed
12,3,1.4101,1.0,0.0,1.0,0.5157,216.3203,175.9214,1.2296,val,0,observed
12,4,1.0724,0.3944,0.0,1.0,0.4997,153.3414,170.8547,0.8975,val,0,observed
12,5,1.0439,0.3687,0.0,1.0,0.4513,147.7629,166.79,0.8859,val,0,observed
12,6,1.1891,0.692,0.0,1.0,0.4506,171.9601,166.7266,1.0314,val,0,observed
12,7,1.3405,0.8935,0.0,1.0,0.6239,207.5953,185.0068,1.1221,val,0,observed
12,8,1.4439,1.0,0.0,1.0,0.5492,223.7161,178.7287,1.2517,val,0,observed
12,9,1.0352,0.344,0.0,1.0,0.4583,146.4233,167.3763,0.8748,val,0,observed
12,10,1.1129,0.417,0.0,1.0,0.5864,161.6909,178.1393,0.9077,val,0,observed
12,11,1.1041,0.4771,0.0,1.0,0.4841,158.476,169.5477,0.9347,val,0,observed
12,12,1.3142,0.9965,0.0,1.0,0.4167,187.1325,160.16,1.1684,val,0,observed
12,13,1.2974,0.7454,0.0,1.0,0.6914,201.2461,190.6759,1.0554,val,0,observed
12,14,0.7926,0.0,0.0,1.0,0.4823,105.6704,169.3956,0.6238,val,0,observed
12,15,0.7837,0.0,0.0,1.0,0.4062,102.1831,159.2819,0.6415,val,0,observed
12,16,1.1866,0.5987,0.0,1.0,0.5635,174.3503,176.2151,0.9894,val,0,observed
12,17,1.035,0.2825,0.0,1.0,0.5369,150.5344,177.6976,0.8471,val,0,observed
12,18,1.1668,0.6318,0.0,1.0,0.4642,168.5942,167.8692,1.0043,val,0,observed
12,19,1.1881,0.643,0.0,1.0,0.5108,173.3928,171.7891,1.0093,val,0,observed
12,20,1.1555,0.6333,0.2816,1.0,0.43,165.825,165.0,1.005,val,0,observed
12,21,0.8308,0.0,0.0,1.0,0.43,112.2431,165.0,0.6803,val,0,observed
12,22,1.1752,0.6695,0.0,1.0,0.4398,169.3536,165.8227,1.0213,val,0,observed
12,23,0.8484,0.0054,0.0,1.0,0.36,112.265,155.4,0.7224,val,0,observed
13,0,0.5892,0.0,0.0,1.0,0.29,71.1132,145.8,0.4877,test,0,observed
13,1,0.8593,0.0,0.0,1.0,0.4517,116.9765,166.8218,0.7012,test,0,observed
13,2,1.0378,0.3717,0.0,1.0,0.43,146.3979,165.0,0.8873,test,0,observed
13,3,1.4099,1.0,0.0,1.0,0.5157,216.2774,175.9214,1.2294,test,0,observed
13,4,0.9352,0.0897,0.0,1.0,0.4997,129.9103,170.8547,0.7604,test,0,observed
13,5,1.1137,0.5238,0.0,1.0,0.4513,159.4051,166.79,0.9557,test,0,observed
13,6,1.0957,0.4845,0.0,1.0,0.4506,156.3941,166.7266,0.938,test,0,observed
13,7,1.3719,0.9633,0.0,1.0,0.6239,213.4052,185.0068,1.1535,test,0,observed
13,8,1.4,1.0,0.0,1.0,0.5492,215.8629,178.7287,1.2078,test,0,observed
13,9,0.8132,0.0,0.0,1.0,0.4583,109.2601,167.3763,0.6528,test,0,observed
13,10,1.0602,0.2998,0.0,1.0,0.5864,152.2928,178.1393,0.8549,test,0,observed
13,11,1.1016,0.4715,0.0,1.0,0.4841,158.0504,169.5477,0.9322,test,0,observed
13,12,1.3571,1.0,0.0,1.0,0.4167,193.9982,160.16,1.2113,test,0,observed
13,13,1.3292,0.816,0.0,0.6,0.6914,207.3051,190.6759,1.0872,test,0,neighbor_mean
13,14,0.8486,0.0,0.0,1.0,0.4823,115.1595,169.3956,0.6798,test,0,observed
13,15,0.6817,0.0,0.0,1.0,0.4062,85.9399,159.2819,0.5395,test,0,observed
13,16,1.289,0.8261,0.0,1.0,0.5635,192.3859,176.2151,1.0918,test,0,observed
13,17,1.1911,0.6294,0.0,1.0,0.5369,178.2715,177.6976,1.0032,test,0,observed
13,18,1.1319,0.5543,0.0,1.0,0.4642,162.7368,167.8692,0.9694,test,0,observed
13,19,1.143,0.5426,0.0,1.0,0.5108,165.6344,171.7891,0.9642,test,0,observed
13,20,0.981,0.2455,0.0,1.0,0.43,137.0307,165.0,0.8305,test,0,observed
13,21,0.9149,0.0987,0.0,1.0,0.43,126.1249,165.0,0.7644,test,0,observed
13,22,1.3457,1.0,0.0,1.0,0.4398,197.6208,165.8227,1.1918,test,0,observed
13,23,0.8919,0.1019,0.0,1.0,0.36,119.0164,155.4,0.7659,test,0,observed
14,0,0.4903,0.0,0.0,1.0,0.29,56.6903,145.8,0.3888,test,0,observed
14,1,1.1508,0.6059,0.0,1.0,0.4517,165.5989,166.8218,0.9927,test,0,observed
14,2,0.9916,0.2691,0.0,1.0,0.43,138.7842,165.0,0.8411,test,0,observed
14,3,1.4922,1.0,0.0,1.0,0.5157,230.7628,175.9214,1.3117,test,0,observed
14,4,1.1165,0.4925,0.0,1.0,0.4997,160.8843,170.8547,0.9416,test,0,observed
14,5,1.2288,0.7797,0.0,1.0,0.4513,178.6093,166.79,1.0709,test,0,observed
14,6,1.1472,0.5989,0.0,1.0,0.4506,164.9778,166.7266,0.9895,test,0,observed
14,7,1.3227,0.8541,0.0,1.0,0.6239,204.3152,185.0068,1.1044,test,0,observed
14,8,1.4673,1.0,0.0,1.0,0.5492,227.8949,178.7287,1.2751,test,0,observed
14,9,0.8486,0.0,0.0,1.0,0.4583,115.1819,167.3763,0.6882,test,0,observed
14,10,0.9434,0.0403,0.0,1.0,0.5864,131.4914,178.1393,0.7381,test,0,observed
14,11,1.3761,1.0,0.0,1.0,0.4841,204.5799,169.5477,1.2066,test,0,observed
14,12,1.3924,1.0,0.0,1.0,0.4167,199.6522,160.16,1.2466,test,0,observed
14,13,1.5455,1.0,0.0,1.0,0.6914,248.5564,190.6759,1.3036,test,0,observed
14,14,0.8689,0.0,0.0,1.0,0.4823,118.583,169.3956,0.7,test,0,observed
14,15,0.8963,0.0759,0.3331,1.0,0.4062,120.124,159.2819,0.7542,test,0,observed
14,16,1.4534,1.0,0.0,1.0,0.5635,221.3639,176.2151,1.2562,test,0,observed
14,17,1.3668,1.0,0.0,1.0,0.5369,209.4777,177.6976,1.1788,test,0,observed
14,18,1.1671,0.6326,0.2646,1.0,0.4642,168.6502,167.8692,1.0047,test,0,observed
14,19,1.0951,0.4363,0.0,1.0,0.5108,157.4179,171.7891,0.9163,test,0,observed
14,20,1.0211,0.3346,0.0,1.0,0.43,143.6409,165.0,0.8706,test,0,observed
14,21,0.8048,0.0,0.0,1.0,0.43,107.962,165.0,0.6543,test,0,observed
14,22,1.2009,0.7267,0.0,1.0,0.4398,173.6197,165.8227,1.047,test,0,observed
14,23,0.9453,0.2207,0.0,1.0,0.36,127.3198,155.4,0.8193,test,0,observed
15,0,0.7718,0.0,0.0,1.0,0.29,97.7245,145.8,0.6703,test,0,observed
15,1,1.1955,0.7054,0.1393,1.0,0.4517,173.0697,166.8218,1.0375,test,0,observed
15,2,0.8889,0.0408,0.0,1.0,0.43,121.8315,165.0,0.7384,test,0,observed
15,3,1.7626,1.0,0.0,1.0,0.5157,278.327,175.9214,1.5821,test,0,observed
15,4,1.36,1.0,0.0,1.0,0.4997,202.489,170.8547,1.1852,test,0,observed
15,5,1.2294,0.781,0.0,1.0,0.4513,178.7043,166.79,1.0714,test,0,observed
15,6,1.2583,0.8458,0.0912,1.0,0.4506,183.5035,166.7266,1.1006,test,0,observed
15,7,1.4255,1.0,0.0,1.0,0.6239,223.3358,185.0068,1.2072,test,0,observed
15,8,1.5479,1.0,0.0,1.0,0.5492,242.3008,178.7287,1.3557,test,0,observed
15,9,0.8835,0.0068,0.0,1.0,0.4583,121.0257,167.3763,0.7231,test,0,observed
15,10,1.0623,0.3045,0.0,1.0,0.5864,152.6706,178.1393,0.857,test,0,observed
15,11,1.4796,1.0,0.0,1.0,0.4841,222.1293,169.5477,1.3101,test,0,observed
15,12,1.4499,1.0,0.0,1.0,0.4167,208.8554,160.16,1.304,test,0,observed
15,13,1.7408,1.0,0.0,1.0,0.6914,285.7841,190.6759,1.4988,test,0,observed
15,14,1.0321,0.3184,0.0,1.0,0.4823,146.2331,169.3956,0.8633,test,0,observed
15,15,1.2102,0.7734,0.0,1.0,0.4062,170.1175,159.2819,1.068,test,0,observed
15,16,1.4712,1.0,0.0,1.0,0.5635,224.4907,176.2151,1.274,test,0,observed
15,17,1.4745,1.0,0.0,1.0,0.5369,228.6215,177.6976,1.2866,test,0,observed
15,18,1.1117,0.5095,0.0,1.0,0.4642,159.3542,167.8692,0.9493,test,0,observed
15,19,1.1192,0.4898,0.0,0.6,0.5108,161.5535,171.7891,0.9404,test,0,neighbor_mean
15,20,1.2417,0.8249,0.0,1.0,0.43,180.0504,165.0,1.0912,test,0,observed
15,21,0.8827,0.0271,0.0,1.0,0.43,120.8122,165.0,0.7322,test,0,observed
15,22,1.3282,1.0,0.0,1.0,0.4398,194.7248,165.8227,1.1743,test,0,observed
15,23,1.0442,0.4404,0.0,1.0,0.36,142.6834,155.4,0.9182,test,0,observed
